crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,soil_moisture_pct,yield_t_ha
Groundnut,148.85107943813009,27.042699421860107,29.074112330761494,858.3457566445438,248.13080346783966,48.46139288118758,6.643307009939846,25.431670931140722,136.65613237185374,56.618232855007044,158.1874418662038,77.30246308857623,13.769768774215615,30.573316847503957,0,0.47602824030202495,0.7604679513990826,0.0070139032471156024,12.113269489730582,2.1336290077475355
Soybean,142.35739750567745,19.32936358419736,25.925841783426097,912.3114562591719,138.48430632379348,81.50252191013873,7.392249691184511,54.37973493086695,86.44063746582799,39.6487203235411,114.80342240782304,156.33618925531084,45.99111755378215,18.77260912988953,0,0.5714241683925219,0.5496034773643541,0.02622206604950894,35.13849361573445,2.7164730542289286
Groundnut,115.89311055733845,22.905489239730997,21.024189647706365,1091.311927425671,239.88214619879503,81.96093316970257,6.960693907656678,38.92883326192612,137.1326844761569,28.548906293500632,220.7023593588898,138.4494045435168,46.55318765951542,36.07758493753227,0,0.572078835345254,0.7946041650911404,0.028064296206852336,22.19185682825831,2.9483928135186375
Niger,133.23885408329107,21.37819551098496,22.818572316799354,453.55554459501303,256.2564748454373,58.990656225861116,5.502760599099536,51.37984070136147,132.5772812028656,34.684895759702826,145.54433659179762,75.28159332504815,35.63206796770305,29.486300073092174,4,0.834653409182924,0.8265057135780212,0.025684541833676827,27.187823992340633,2.1484990900249605
Castor,141.84864105971465,26.376262546551374,26.640487393693093,947.2004155514154,274.53367729983876,80.75866245065262,5.901702041571038,24.291508792617222,61.8736326185629,17.756924563480837,312.17431782125396,106.72535069719339,65.03546224198632,69.40790168765271,4,0.32060640879060376,0.7514871202890567,0.011931571232710655,30.037632091466435,3.0797385674107454
Groundnut,103.27970939122916,20.481501334617377,22.308936018372727,1174.4882533422833,336.3104028834108,89.71750733637575,5.645780896433777,45.19362486993661,117.85220341881377,21.50747265894319,238.73898339130375,26.065684574596766,47.349034839736,83.29586592174054,2,0.8759347616158598,0.5390286162305186,0.027255618672925162,31.028996701086857,2.239910923225218
Soybean,90.17079226495751,26.18900437185041,28.90259233713264,363.0265131813896,165.75501507333553,56.09398385849575,6.901237615934291,20.0583348527311,84.71496167227151,17.395143912048553,311.6603317288432,170.22903821343144,41.108325459012015,55.08899686992429,5,0.43738273298231156,0.6066147392008067,0.017835033759992958,23.056633993615325,1.5952105032859492
Niger,156.70879212044403,29.712868336385746,27.7761454826327,628.6341519982248,216.27846144418112,66.90387422992096,6.525121432405074,28.402748025158527,99.7543290798972,10.96088785205349,247.31197311023112,155.08705805322973,24.01225134501983,101.03542429537168,4,0.6988706011292836,0.8499281081319254,0.016203492442474383,41.78541263329381,3.0215414594521808
Soybean,154.83038171227963,23.323596280431317,23.008748141265308,911.6033278744995,305.6053564579339,82.53392136905421,7.304635422223958,38.86859391291925,55.45057898598725,56.1086551643186,299.17691669625685,51.59643297893336,63.69529300303217,77.51731843061316,4,0.6925494390294491,0.43417678315799235,0.013990190526219068,30.865445310719203,2.4363049941606
Castor,134.58802129211477,30.757797911184547,20.61626527641289,1117.3576633922576,92.4643205643843,77.05292837917004,6.509351957244685,49.41060152961575,71.57856750884099,26.089412798846496,155.33298686716807,38.22804027227928,57.56838300181399,101.32361659405964,0,0.37281623783752327,0.6006943052537961,0.0030565889227624965,10.211483478341966,1.3965191524104152
Groundnut,127.05290111244622,25.907705377786726,35.402024544084995,547.8143133954653,211.88577236532868,54.81189518827907,6.700294872727661,10.325859339004232,75.27205327863906,36.45387135218971,133.02305019156125,157.67055662547173,58.57081277874211,45.66603357324766,6,0.46091959135935767,0.5179819114449434,0.01810965497554054,19.09872329546573,2.833663562018336
Sunflower,157.07539475566227,31.652119429752133,21.06225189556858,719.4125513614877,166.88606114049975,72.73064984217443,6.9118220250318565,25.895267532008067,86.13881900181627,14.41573967066974,303.6326239878324,23.424514652094977,50.67006670338097,35.742651310894615,6,0.26112541871591843,0.6058901655380882,0.02951113538857328,37.654858316858025,2.805693810452353
Niger,142.22209624524115,19.418747820567123,23.4763103095369,390.7823569436462,97.48578139167982,72.37572562931433,7.865441077405036,44.21074411256361,74.4688134050536,59.38082995546084,315.07857209447855,154.3453033942609,52.842367008828354,95.64571901085709,2,0.7097308049080595,0.5530567143972928,0.027247242866469734,40.37190479772085,3.1911846986298666
Safflower,114.95044562707709,30.57907536644861,31.799389830124362,1189.8230660689578,316.44473176047,55.92523547556351,6.872323691929578,11.341043706086083,122.85937142456352,12.568227190283693,142.8842335299505,158.36195544777596,53.08069203383665,33.01804854366071,2,0.3432810907256519,0.6724409890967169,0.012406303173710298,25.350976072393227,1.2286393392446686
Mustard,149.89677015485074,24.306387630504727,31.17773851209219,673.4320300064173,203.24329455429708,45.23277144928256,7.364242123281544,31.728058894251415,77.53123752953127,26.783790197694838,222.21831849697372,132.7017109529524,25.78163034612206,55.37541317021135,2,0.3804449658680756,0.7781965834020104,0.029471463251014664,13.027420556282209,1.9246835933834143
Soybean,146.76083655484678,24.815370809527,22.72400551054818,423.49204228283344,304.5986116161107,63.39599298625794,5.6780597902389145,28.973033868869955,78.11398315692462,49.58618219800563,177.90712337119123,143.24632183744814,5.942822643508609,22.539610361786302,6,0.7277121872827135,0.7516903635189529,0.02756378961764773,26.99105043972141,1.7873189459264573
Soybean,123.56427961413186,27.209808155227822,30.052593596005245,945.6846381916724,220.39949569131358,64.86442899521285,7.456720477011157,12.127824022764683,155.24274529090738,39.85675227971299,182.97041777549768,92.41488625504209,66.31752335391161,86.48997615596232,3,0.2556937357297129,0.3008110398044363,0.005862126723523076,35.61747486624508,3.002924348269145
Mustard,108.10404858174533,28.82719063151915,31.338569327245928,542.7896643465378,75.4872404343845,86.47429170870673,7.1563258900795885,22.679427086533877,126.58312997170987,39.171989283238055,254.99129150638817,23.139804081182795,52.11216287077563,24.614651389979727,5,0.6679650903663125,0.5321913735171365,0.018476349438346112,38.64469808911445,2.76023707528966
Groundnut,109.00494759347566,19.0732256839006,24.47408178112071,1252.5211220128272,343.983929424456,89.01842569710817,7.0439037350654665,32.80748249057296,53.797387753122166,53.28954211639938,142.20202002711775,124.99570269300754,67.12444178980908,63.213387013012195,2,0.5887759918051056,0.5770112881613528,0.020047776126683618,17.17200558600299,2.5907449545901575
Castor,124.08003744078025,23.090679408017486,24.856673344903356,1000.2735329151261,119.6651698163908,51.51203795119408,6.681524131986447,15.045708145869597,135.08729865709415,42.893846934648764,216.66331819305435,96.57260915180672,10.304504812237935,88.74617831580561,2,0.2920338835504728,0.4883565150050316,0.005866886299288684,40.83742312072164,1.7637674014037854
Sunflower,149.80374537280892,28.67514906368408,29.941166601474425,361.51001042268877,139.78987591690907,46.14965879087007,7.805372378134998,50.1954026730622,123.97298640921682,45.34324218663785,184.9622782702229,138.7908738314231,19.170709428364347,26.026141509319874,4,0.5324973000977904,0.7591592470853743,0.028645092698202153,30.19008110794274,3.680819958768336
Sesame,113.89904116775358,25.220989721677856,31.312922282933755,397.0103328589092,96.43508154731316,66.72113320521422,6.343763008137363,32.05110418863268,63.7420425870792,45.62395541603889,96.81469058745336,31.173174282579417,49.445754672929404,63.327249264861045,0,0.604873116118432,0.9436401107927246,0.00942213444561964,26.785570107018916,2.5554466561574087
Mustard,88.67033974772153,22.585083230316613,33.178593969372116,907.7704992809015,329.29762732659367,52.065223784286445,7.681063783960596,18.090690966996718,170.4503001791547,31.75753191985588,110.19533557958687,153.86736089444287,45.190500872114924,41.803012447291806,5,0.8411688035118757,0.5065785136895491,0.01081723942136809,24.043144079405394,2.3471774199115827
Castor,106.0168855823163,29.977822887990687,35.81616678651382,1161.996992263846,155.10488932602212,71.37445301341555,7.507128105732608,18.782853338949273,146.33178145908647,42.48677060578239,249.29159350569148,12.280007828605623,15.419918525263528,90.83630028023933,4,0.27686534762532705,0.3768373512624037,0.02935070560774869,11.065429979587929,3.0089422375670556
Sesame,80.81449277106812,26.467867604712954,27.750254319080987,1044.4780481097532,110.00893926447878,54.86598050384846,6.324175483916583,10.848710073961708,57.577190168704504,13.546241459530098,294.3635335396888,174.57041400455864,29.211435824190758,22.58660566540872,4,0.7459806490929928,0.4006586589355853,0.022407471326294087,36.092647797393724,2.342230870619826
Mustard,150.23456618652386,22.222407613937143,20.69331512756002,1267.2248580159498,97.51805313190943,54.69486097375814,5.860570578483148,45.79476657108107,116.97654076275819,12.218399669206407,186.58727259727598,127.99110291783335,52.52281415294165,27.67733934185032,1,0.697833284917649,0.932893065383021,0.012517352727217115,10.743195638278001,2.712616096492738
Castor,99.76506245098327,30.274545757691865,21.84209501283154,1087.7929825325377,176.94014194803003,45.67602077325314,5.755177618905408,45.745469164259795,126.93507626185333,17.958890597729887,212.6392069752939,117.54874804642456,64.85430966589281,102.54895815256211,4,0.5347743233096913,0.9346312804429504,0.009595770535399192,24.002557020847405,2.887448386119487
Soybean,156.69572025348197,28.16322746659698,32.48029523418665,845.1898093235411,80.39658472447059,57.01456312551947,6.7132846175022145,45.28571853838717,60.66882672239829,28.007847580710276,292.0284693245327,53.34544495281522,60.96388611787998,97.81237209346013,4,0.66633182847589,0.6040545459698663,0.013590365827889047,32.716306748951745,2.9134206105849785
Safflower,110.321988976401,23.620868925799414,29.352189383348406,455.99184663710463,245.4955603283046,58.06177013118291,5.572052053948273,26.28567282288662,118.82792135190455,12.336226340926547,128.58925196783662,31.48369648283178,32.68264181198188,7.25059743914235,1,0.6645425905668203,0.8917849278707652,0.014548063026763923,13.858661454147075,1.070116621505727
Soybean,122.61953709063795,26.491326768167443,24.598847632713586,1063.2486781785533,320.6834903060296,68.67217962036409,7.862111512306977,50.624653637782,127.54165398420437,42.64952246912817,82.16891779915387,75.82850062373869,37.14295756702047,13.035341747286454,3,0.8939571394633954,0.5392964602813446,0.009343191163837245,14.926527952138407,2.4033155454171573
Castor,140.85131368329078,29.247428273457224,27.10581392439466,645.297874189577,104.29199998199006,72.96331935066715,7.6414490877636565,39.199218166070324,121.6461267482522,49.23485728348268,125.69450319044302,63.945576144932424,44.4685288843264,72.50270216743867,3,0.5774875296192146,0.7181308624036596,0.027272560076054858,21.874267197773893,3.1155153746873494
Groundnut,83.2435308544626,19.663301236928373,23.455468566556156,406.61837189212554,137.3363144096578,70.6154227723257,8.074346307490796,10.185096535301401,94.86950868866441,22.34164186940799,137.30990432278077,20.092765427295486,42.45919092628182,30.641732693357653,5,0.8594437843886473,0.44236405641683946,0.024644610786058993,40.903199176568485,2.1212810971443075
Sunflower,112.87334409509103,28.761183490089138,23.609919577708794,971.9439433481734,302.4925831108665,70.3615703475279,7.771972989081464,24.036630925019608,146.47551379123036,39.83859872742781,144.04847457780144,23.0663439937431,12.762445922959664,56.68660670739572,2,0.7780715898017473,0.473257810771481,0.02005023748270677,9.020252293908742,2.0591811800260578
Mustard,112.09079408419883,21.67066631214654,22.041364198989648,465.56026851509364,177.9438460591461,62.43410459169396,6.810961175609783,22.191681032082855,89.84599455576827,19.37017215642365,154.77411743261231,55.9974523235272,62.4910806468225,101.80125165944104,1,0.8648542598697857,0.6515594709811985,0.002621556087204257,17.967005909534777,1.678518742625371
Mustard,83.06148713898186,23.393061641545728,35.452167274759475,1016.136316955879,240.27564319734904,56.038555426476336,7.664508318334322,17.98248329106385,119.38630238491932,31.541443213535562,288.5997565614717,166.70703103777902,50.8837396209853,70.02398629174155,6,0.8422881496899914,0.3080046911189032,0.004161286068633301,17.38896810624083,2.4948284552878093
Mustard,136.04277564414792,20.75416067740888,34.05192550112244,1014.9949731166553,179.75394423885743,69.83318088697345,7.617441855159518,12.575688342969592,176.93924882068205,54.1477648042122,197.79427075287987,179.91799113953675,7.953070494373495,43.43940259948237,4,0.4364755097560441,0.6285129898875855,0.01672178982992497,31.176386745330294,3.091589177394949
Niger,140.72596566612435,22.70550648227149,35.799361241404085,611.72172433208,182.9041042456774,57.60040269816828,6.124019244457486,16.367918491467663,87.65815089544279,18.870739707417663,85.32904514951741,39.38767057846121,65.62619273990202,26.679182273201647,3,0.8816109082177443,0.367661424124328,0.00518138544733825,38.03698049218064,1.495358502914337
Groundnut,127.56921254990549,27.149227523985978,34.39033684716026,1183.22395809296,223.73531342987732,51.86206005269983,6.190497881723947,25.878556691980336,175.7272671239661,49.20341034378462,138.42123932499732,12.021975081831453,59.032317084510325,14.770907857467419,2,0.7539483258808395,0.8127964284922256,0.016588879011988054,26.91829810730567,2.618004734129696
Safflower,114.07334499472587,30.15563209532902,24.133448111593268,532.157266183278,100.60977532972676,66.8779341116481,8.20659403560265,47.04702726710186,93.63280566337137,51.40424811345214,144.964444395488,31.51355479087356,64.11822857048224,29.341583350083816,0,0.2779947783826012,0.7608055749460764,0.028947246888185618,8.01865849371247,1.6408118933062124
Niger,95.64881544027463,29.153927638710783,29.315617670547443,626.1033403829374,295.90527107289654,68.96718683159939,6.650163658329459,43.70270523713406,137.44546548701777,23.700080676079857,285.81091599171464,15.020046357507923,62.949161550471864,36.17860915406068,3,0.6222872937588925,0.4932309133059263,0.029238749696271688,26.444124897260064,2.637340348941212
Niger,95.51704304162133,30.995042802579043,33.57359075420541,886.8960300918076,165.8285802100698,71.6778507053309,6.428956672410403,43.389491041906005,91.2726808813143,52.73179913459895,305.9516408034683,144.62286103595108,12.854952188674442,68.40396535703874,1,0.8003939897160757,0.6921399898418384,0.00267028677136541,39.05565617386033,2.7005130265854604
Sunflower,133.67646864174247,25.153275628034265,22.901023138644305,833.2393643728371,336.337986178083,84.85915148866803,5.811300789581878,34.3854457904327,175.81058191918683,23.62391008367724,253.36732425766633,117.12518776194905,23.9370741800527,81.56760465506429,4,0.39922906249639667,0.42161281311689325,0.025545590100276565,32.53200415343217,2.9449081300761
Sesame,118.89588933081299,31.912592156647513,21.433528133160387,1042.5971884231503,200.2303468054546,51.80852753643665,5.525998520753624,23.246356647624594,123.85237775290852,39.47882288587401,200.4808030844292,121.37744123194675,48.960098264206444,97.84528592141183,4,0.5084766074154506,0.8748964598608533,0.01429274964591583,36.51676176732306,2.724358677989879
Groundnut,132.14889999088712,24.472323672503947,20.871711580366085,436.2633146963685,134.85462272488914,69.58733445772805,7.9402883586379245,23.00083095295794,75.16226456274447,48.26886370264707,110.4954251082525,38.52494485523002,40.25242089922569,14.769084501312703,3,0.7325511175375818,0.8909751415348279,0.028509042471032975,37.88177199696918,2.8508898127551334
Mustard,153.4424294079554,30.990103926852694,22.500300199401963,1066.0269961347904,72.20017002313075,86.09563015313577,7.975889087050208,43.83832640066399,79.87545116811091,34.13173858176346,184.79608335944036,141.93804375400993,33.54623802204171,45.881458611320106,5,0.4324602799119516,0.566346233849518,0.020154595152454498,11.870791348797937,2.3331374816524555
Soybean,130.94920919433352,20.16911041703898,26.811706060718933,1052.4066400201214,173.5541813317582,66.17765120920465,6.59209467093919,11.366466783368768,128.12159466349232,24.593616637797172,237.95987047990343,160.6690715071518,45.70599116216064,64.23024371233126,0,0.7902039422853401,0.4932843486672386,0.023903356605316672,13.03570045434962,2.0771450840525065
Sunflower,85.2113326722255,19.36217790664848,21.10269928715247,410.9381445154166,202.46229856359437,80.99527669270134,7.770470852786117,11.517577369699122,142.74821347623873,23.118117100455375,293.6145395987694,62.7295342171739,56.96384371682993,64.30058914143784,2,0.4952953394011308,0.9311496464043598,0.003700198695320603,27.89752310677246,1.586052223730408
Sesame,133.42883192526654,22.360871800417105,28.48126911842723,616.6513239294472,90.04439572257921,47.28769513568478,8.19590481696868,36.39204259954481,49.05613125786647,25.945005815096724,91.97417073696067,84.456978097722,15.513489089049328,50.09812537474791,0,0.848399251438794,0.3283502599070736,0.02811153142831436,20.49558277990602,3.267955706519357
Safflower,81.60048419456487,20.29416163254096,35.34157129791508,704.3677727710941,279.44682036078495,74.69196240298281,5.664990867849678,18.439162112958186,63.7649289205512,18.98035952997258,251.56785696592965,179.9034226262255,58.18440325273266,70.7656053414529,4,0.4870544960969292,0.5133243199945018,0.005924041801375231,24.827572797988044,1.4514784301203978
Soybean,156.28288534860843,26.102340804026085,33.19449308698294,861.9538524309128,247.267416740428,68.67556672846064,8.002760968718135,24.37426767887298,80.48582989103751,44.21127977078521,299.44713865107,153.26451559604237,12.347274861942449,43.84626975902305,3,0.49385843879027724,0.85122770099969,0.029591575564350957,21.272424736970724,2.9800139455020136
Sunflower,101.12971719650758,25.325079393936925,21.279722930251992,696.1954947722265,157.4119924857379,82.89044688850191,7.107792702922033,10.873595150812577,90.9763928080526,56.89442840588499,262.8385027047658,21.139517627307225,30.5552280539137,97.97519421184218,5,0.38659212411002897,0.695205687121228,0.01632822357898624,19.917065527751696,2.910121349652461
Sesame,123.21726013375398,30.38433034927897,23.35632030825896,491.2934778095388,150.08339192920812,75.98863653226627,7.028641935472082,26.621433448975978,45.876686052606175,57.05758356358367,311.65765540303886,58.01995440473769,65.39089036758696,48.83457325411518,1,0.8227051352377891,0.6225035910656571,0.010387788133151988,15.255257764169697,2.5390651198445298
Sesame,128.39590671979758,27.291546400778053,33.104712033083416,1194.6251505187001,301.975901904098,79.08529436640993,7.925721567476612,49.737723227264226,166.08480334429217,36.32860313124395,126.91692557067405,142.62767023992006,20.062521032158216,100.38299148371013,6,0.6673048895757739,0.8020871246157748,0.011648789244030776,12.776167656235522,2.7131361799925124
Sesame,97.32868076404057,21.018144958479166,23.706221658063455,488.40525050439794,262.01407464705477,60.312403374135606,5.858527545003183,22.615418304813907,40.54727991389001,40.08723297259109,195.26135963895047,42.621842175345996,21.15802570067098,29.418883947806677,6,0.2649079285897051,0.6266567720187639,0.01960046141701037,23.22202140731195,1.7752904198590258
Niger,90.75101909214303,23.49309291277968,31.959910855491806,488.37564894174545,93.46803396809713,88.94572927795674,7.148011940249333,54.28382030815501,137.88751260077765,27.242661286095476,182.41064248176593,157.40996109741684,17.0461691316046,97.00178343227194,5,0.5638703381046041,0.8248250511300412,0.02370539845099874,25.723726556018406,3.693102397754764
Safflower,144.46881675384554,29.000988354729614,24.330337923834996,1066.2194040718136,312.8369039594437,84.23605579667245,6.79088365025066,28.197231334519355,56.108535306451685,34.22420609247142,93.9474534497335,115.79805570310936,58.99594830122356,20.58264132044623,5,0.4461258787422008,0.7797247279505204,0.003413865553915571,34.007577274168575,3.268352073229555
Sesame,135.39507984618874,22.53605312717754,26.019664976849747,832.1414101622709,73.28242048614857,53.532706744319796,5.728050532540123,48.91403930002048,125.95082066725162,50.727116035095484,106.73008921368574,48.58776088198768,47.23043777866153,76.25422304408845,6,0.5605024220407343,0.5131746887634426,0.02007388883302036,15.78414446767253,2.939299095828254
Mustard,128.94326246558555,31.49135853148524,24.908872856713735,574.3239171285734,132.7323758989028,73.88119194871688,6.470708861117585,40.268576794945915,149.9430133526897,51.89484160755936,198.16918828255007,14.123481950900182,59.628499376697626,92.82423110285953,0,0.5864853779727832,0.6661551747366822,0.023263362809165113,26.70792539900011,2.580583392051467
Castor,93.77469948098663,18.124387292339584,22.763346560572124,1213.1783096199883,179.75817146634142,73.41920048394772,7.525040535103946,16.580696449857,156.15185860592308,49.40252124769989,251.30070282845827,132.16349511855222,62.99791119548272,18.056018329177007,2,0.4410932296051984,0.6517170528083978,0.0062794523239018026,26.12118587330629,2.3607905517447185
Sunflower,140.45671678213498,20.632895150035353,30.412308405173874,865.1972289702395,250.5869477000623,80.64703271405335,7.242331075110354,41.267345831303075,98.12824903316752,39.405002333758546,272.97261006915915,103.27498087401258,26.488613021788307,91.20136671944417,5,0.5417810840254821,0.42991174615558037,0.016392506936216446,29.60012471546785,2.1575055208720264
Sunflower,131.7325903949975,18.082793117359866,22.808187083821622,869.8287439844207,334.97246249610566,77.99371338560975,7.959403570587405,48.08525132199643,140.75866211950773,45.87464767351433,272.6379897452578,24.558686607279764,69.95912555616675,89.26965300267439,6,0.8086246248010085,0.7940389624091022,0.010634285132767589,23.54275120402015,3.4365572212993674
Safflower,126.52135313477822,23.87937864546439,30.761185938082328,932.193727640254,258.433646770403,50.98067345041879,6.145682672890043,31.240478903662005,62.94239330073416,56.8913332518541,176.13772505731336,164.20734276563257,23.93457841675301,96.46056455945359,2,0.6983624279625436,0.4321478008335442,0.0034116752844925483,38.39599502098656,2.4323899211718274
Mustard,116.5956147346549,30.615141886396714,24.21904424536444,749.216835567832,300.22515776259706,82.55038571142939,6.7162704052957745,51.45670818373319,149.87734938503877,26.798178131451937,232.14123633544864,154.80065607454114,57.54829645470097,97.09442824800534,2,0.2978239363168078,0.3966932017228462,0.020210000390270877,41.82907694861755,4.441479265715133
Niger,93.14372975228294,20.428612062565797,26.69487696508193,1214.9027090202605,290.4105663601305,58.51799313247027,7.056239119383622,14.934900651793324,102.46214433997544,49.852416268246145,279.61631919521085,176.82758479453815,24.207395059672006,84.14877397294013,0,0.8274716390320461,0.7882914458425304,0.0067711523864792365,20.358766457920392,2.23714832694521
Mustard,95.14723770092998,24.119208525035944,28.97434313723342,803.6139536872232,96.20206364189787,83.23131097068546,6.379318520508022,29.793707593289813,50.97494644479525,53.89769944506778,242.31109784524034,177.7147213502858,8.890327490244868,39.4070560614936,1,0.5520800910327266,0.7603677965954609,0.02035199615304715,38.87685276684676,2.157360666543974
Niger,146.25486555666816,19.95022343144552,24.536709398488856,979.3041587559608,349.2148477587881,80.53380947059887,7.354974464947106,26.866588131950483,94.36077600746319,14.048149447624906,285.05601195859947,89.86710052549485,56.70251275734112,101.50572419585502,3,0.42379598370265503,0.9160288844908107,0.029608129528329953,12.325763064331682,4.31420006811472
Safflower,97.66562873389952,23.51880113550033,34.45228652662722,748.8920024639222,284.6402672861888,85.59622663503065,7.397340857032147,53.58896664027034,179.69110343224202,24.035094033484388,223.12452017452836,154.9751833872542,11.819781331300415,93.73815469065276,5,0.49880440356605055,0.36952922161097473,0.01580892668446612,32.06413761594149,2.530775120358917
Sunflower,152.6967905277101,20.313043313816546,35.82329175560483,436.9017281674543,221.7276689686462,65.8969647036041,6.642139232112371,13.116813884960102,104.14636540651557,24.458907985747416,236.7854079428174,160.23322211741032,14.983370478541305,86.24705416198736,6,0.639370594577267,0.7785695068815477,0.010912558439363984,26.476074558233222,2.785217391122489
Sesame,92.2066773849904,18.136230676998718,34.21750468439282,996.9107861891831,63.62530394394244,50.97964827325361,7.127128775311819,50.376180170171345,94.75827749629465,22.254048047944316,287.91985560530117,93.28076119432764,18.836021578877045,109.873502287772,1,0.8163417673188011,0.6128673782691121,0.02288512811962236,22.839250605569255,3.2563608353612428
Soybean,133.39368800759433,26.525514189740832,33.821691135284304,778.175784545319,172.84826605547735,50.42552514779176,6.829977061094922,44.77691893817031,101.84290787802033,54.658948453972265,249.2625001731664,103.63437551978153,19.48293191815472,96.14082372769627,2,0.8723615841338184,0.8613211008928585,0.017917468470175273,36.430413852418695,3.317389826931463
